Szkoła;Klasa;Uczeń;Lokalizacja;Typ;Metoda;Liczba_uczniów;Płeć;Obiad;Pre_test;Post_test
KZKKE;QTU;PA75T;wiejska;publiczna;standardowa;23;dziewczynka;kwalifikuje się;35;45
KZKKE;QTU;QM9VS;wiejska;publiczna;standardowa;23;chłopiec;kwalifikuje się;26;37
KZKKE;QTU;R8HW2;wiejska;publiczna;standardowa;23;chłopiec;kwalifikuje się;30;44
KZKKE;QTU;TF7O6;wiejska;publiczna;standardowa;23;chłopiec;kwalifikuje się;34;41
KZKKE;QTU;UW2F0;wiejska;publiczna;standardowa;23;chłopiec;kwalifikuje się;29;43
KZKKE;QTU;VM3EU;wiejska;publiczna;standardowa;23;chłopiec;kwalifikuje się;31;47
KZKKE;QTU;WZ0HB;wiejska;publiczna;standardowa;23;chłopiec;kwalifikuje się;32;41
KZKKE;QTU;Y2WEZ;wiejska;publiczna;standardowa;23;dziewczynka;kwalifikuje się;36;45
LAYPA;AJ1;3Z4RO;wiejska;publiczna;standardowa;21;dziewczynka;nie kwalifikuje się;65;76
LAYPA;AJ1;7QTEC;wiejska;publiczna;standardowa;21;dziewczynka;nie kwalifikuje się;66;69
LAYPA;AJ1;AP72E;wiejska;publiczna;standardowa;21;dziewczynka;nie kwalifikuje się;58;70
LAYPA;AJ1;DH9JM;wiejska;publiczna;standardowa;21;dziewczynka;nie kwalifikuje się;67;79
LAYPA;AJ1;ETID2;wiejska;publiczna;standardowa;21;chłopiec;nie kwalifikuje się;60;70
LAYPA;AJ1;F4UXX;wiejska;publiczna;standardowa;21;chłopiec;nie kwalifikuje się;59;69
LAYPA;AJ1;FZS9D;wiejska;publiczna;standardowa;21;dziewczynka;nie kwalifikuje się;58;71
LAYPA;AJ1;G9G77;wiejska;publiczna;standardowa;21;chłopiec;nie kwalifikuje się;62;74
LAYPA;AJ1;JW2EJ;wiejska;publiczna;standardowa;21;chłopiec;nie kwalifikuje się;60;68
LAYPA;AJ1;KDH19;wiejska;publiczna;standardowa;21;dziewczynka;nie kwalifikuje się;66;74
LAYPA;AJ1;RL650;wiejska;publiczna;standardowa;21;dziewczynka;nie kwalifikuje się;59;70
LAYPA;AJ1;RNSGC;wiejska;publiczna;standardowa;21;chłopiec;nie kwalifikuje się;63;70
LAYPA;AJ1;S2YL9;wiejska;publiczna;standardowa;21;chłopiec;nie kwalifikuje się;57;67
LAYPA;AJ1;T777S;wiejska;publiczna;standardowa;21;dziewczynka;nie kwalifikuje się;58;70
LAYPA;AJ1;T9G1Q;wiejska;publiczna;standardowa;21;chłopiec;nie kwalifikuje się;58;71
LAYPA;AJ1;TZZPN;wiejska;publiczna;standardowa;21;chłopiec;nie kwalifikuje się;65;71
LAYPA;AJ1;UE2TY;wiejska;publiczna;standardowa;21;dziewczynka;nie kwalifikuje się;67;74
LAYPA;AJ1;VKIEK;wiejska;publiczna;standardowa;21;dziewczynka;nie kwalifikuje się;66;72
LAYPA;AJ1;VLB5M;wiejska;publiczna;standardowa;21;dziewczynka;nie kwalifikuje się;63;72
LAYPA;AJ1;XM0J9;wiejska;publiczna;standardowa;21;dziewczynka;nie kwalifikuje się;59;73
LAYPA;AJ1;YAHWM;wiejska;publiczna;standardowa;21;chłopiec;nie kwalifikuje się;64;73
LAYPA;J8J;24PRY;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;62;71
LAYPA;J8J;AEGY3;wiejska;publiczna;standardowa;19;dziewczynka;nie kwalifikuje się;53;71
LAYPA;J8J;BH0EA;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;56;71
LAYPA;J8J;DNFA3;wiejska;publiczna;standardowa;19;dziewczynka;nie kwalifikuje się;66;72
LAYPA;J8J;E794Z;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;65;72
LAYPA;J8J;EYQXU;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;62;70
LAYPA;J8J;FD8K3;wiejska;publiczna;standardowa;19;dziewczynka;nie kwalifikuje się;60;75
LAYPA;J8J;GWG8B;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;59;67
LAYPA;J8J;H1F9J;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;60;70
LAYPA;J8J;IQ0AV;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;63;72
LAYPA;J8J;KJB8T;wiejska;publiczna;standardowa;19;dziewczynka;nie kwalifikuje się;62;73
LAYPA;J8J;LKLZR;wiejska;publiczna;standardowa;19;dziewczynka;nie kwalifikuje się;66;71
LAYPA;J8J;P8278;wiejska;publiczna;standardowa;19;dziewczynka;nie kwalifikuje się;56;63
LAYPA;J8J;POKHM;wiejska;publiczna;standardowa;19;dziewczynka;nie kwalifikuje się;60;71
LAYPA;J8J;QW175;wiejska;publiczna;standardowa;19;dziewczynka;nie kwalifikuje się;59;69
LAYPA;J8J;VF28H;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;54;65
LAYPA;J8J;W9FKB;wiejska;publiczna;standardowa;19;dziewczynka;nie kwalifikuje się;61;70
LAYPA;J8J;X5W90;wiejska;publiczna;standardowa;19;dziewczynka;nie kwalifikuje się;60;66
LAYPA;J8J;YZVDZ;wiejska;publiczna;standardowa;19;dziewczynka;nie kwalifikuje się;60;70
LAYPA;RA5;4SU16;wiejska;publiczna;eksperymentalna;17;chłopiec;nie kwalifikuje się;65;82
LAYPA;RA5;6M3HN;wiejska;publiczna;eksperymentalna;17;chłopiec;nie kwalifikuje się;66;82
LAYPA;RA5;7Q9LQ;wiejska;publiczna;eksperymentalna;17;dziewczynka;nie kwalifikuje się;67;83
LAYPA;RA5;CES33;wiejska;publiczna;eksperymentalna;17;dziewczynka;nie kwalifikuje się;68;84
LAYPA;RA5;FMADC;wiejska;publiczna;eksperymentalna;17;chłopiec;nie kwalifikuje się;63;74
LAYPA;RA5;GF6MA;wiejska;publiczna;eksperymentalna;17;dziewczynka;nie kwalifikuje się;63;80
LAYPA;RA5;GOPGB;wiejska;publiczna;eksperymentalna;17;chłopiec;nie kwalifikuje się;56;72
LAYPA;RA5;I115S;wiejska;publiczna;eksperymentalna;17;dziewczynka;nie kwalifikuje się;60;78
LAYPA;RA5;JFR4G;wiejska;publiczna;eksperymentalna;17;chłopiec;nie kwalifikuje się;63;81
LAYPA;RA5;O0CCH;wiejska;publiczna;eksperymentalna;17;dziewczynka;nie kwalifikuje się;65;80
LAYPA;RA5;PPU2J;wiejska;publiczna;eksperymentalna;17;chłopiec;nie kwalifikuje się;68;80
LAYPA;RA5;PTA70;wiejska;publiczna;eksperymentalna;17;dziewczynka;nie kwalifikuje się;64;79
LAYPA;RA5;R0Z5D;wiejska;publiczna;eksperymentalna;17;dziewczynka;nie kwalifikuje się;65;79
LAYPA;RA5;X916N;wiejska;publiczna;eksperymentalna;17;chłopiec;nie kwalifikuje się;67;83
LAYPA;RA5;XQ69V;wiejska;publiczna;eksperymentalna;17;dziewczynka;nie kwalifikuje się;62;80
LAYPA;RA5;YU9XI;wiejska;publiczna;eksperymentalna;17;dziewczynka;nie kwalifikuje się;63;83
LAYPA;RA5;Z1ZME;wiejska;publiczna;eksperymentalna;17;dziewczynka;nie kwalifikuje się;67;78
OJOBU;5SZ;9N9B1;wiejska;publiczna;eksperymentalna;17;dziewczynka;kwalifikuje się;56;71
OJOBU;5SZ;CDRUO;wiejska;publiczna;eksperymentalna;17;dziewczynka;nie kwalifikuje się;62;77
OJOBU;5SZ;DBWEY;wiejska;publiczna;eksperymentalna;17;chłopiec;nie kwalifikuje się;63;77
OJOBU;5SZ;DOV3H;wiejska;publiczna;eksperymentalna;17;chłopiec;nie kwalifikuje się;58;79
OJOBU;5SZ;EL1BK;wiejska;publiczna;eksperymentalna;17;chłopiec;nie kwalifikuje się;61;78
OJOBU;5SZ;EXWEA;wiejska;publiczna;eksperymentalna;17;chłopiec;nie kwalifikuje się;65;78
OJOBU;5SZ;HWJG5;wiejska;publiczna;eksperymentalna;17;chłopiec;kwalifikuje się;58;72
OJOBU;5SZ;K1FZT;wiejska;publiczna;eksperymentalna;17;chłopiec;nie kwalifikuje się;61;80
OJOBU;5SZ;KGZK8;wiejska;publiczna;eksperymentalna;17;chłopiec;nie kwalifikuje się;67;84
OJOBU;5SZ;N4AJE;wiejska;publiczna;eksperymentalna;17;chłopiec;nie kwalifikuje się;58;78
OJOBU;5SZ;PQFNG;wiejska;publiczna;eksperymentalna;17;chłopiec;nie kwalifikuje się;62;78
OJOBU;5SZ;SYCX7;wiejska;publiczna;eksperymentalna;17;chłopiec;nie kwalifikuje się;65;78
OJOBU;5SZ;VZ1NV;wiejska;publiczna;eksperymentalna;17;dziewczynka;nie kwalifikuje się;63;81
OJOBU;5SZ;W6HC7;wiejska;publiczna;eksperymentalna;17;chłopiec;nie kwalifikuje się;62;77
OJOBU;5SZ;WLJYG;wiejska;publiczna;eksperymentalna;17;chłopiec;nie kwalifikuje się;62;82
OJOBU;5SZ;ZOAK4;wiejska;publiczna;eksperymentalna;17;dziewczynka;nie kwalifikuje się;63;82
OJOBU;5SZ;ZVM0Q;wiejska;publiczna;eksperymentalna;17;dziewczynka;nie kwalifikuje się;60;81
OJOBU;6U9;16CA3;wiejska;publiczna;standardowa;22;dziewczynka;nie kwalifikuje się;50;60
OJOBU;6U9;2XO1P;wiejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;47;62
OJOBU;6U9;74C33;wiejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;48;58
OJOBU;6U9;8PV7H;wiejska;publiczna;standardowa;22;chłopiec;kwalifikuje się;43;51
OJOBU;6U9;BIN4L;wiejska;publiczna;standardowa;22;dziewczynka;nie kwalifikuje się;50;59
OJOBU;6U9;BNGRW;wiejska;publiczna;standardowa;22;dziewczynka;nie kwalifikuje się;48;58
OJOBU;6U9;BZZOL;wiejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;48;60
OJOBU;6U9;E2AAO;wiejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;44;56
OJOBU;6U9;IAKEV;wiejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;51;60
OJOBU;6U9;K6ZLE;wiejska;publiczna;standardowa;22;dziewczynka;nie kwalifikuje się;44;56
OJOBU;6U9;KG40V;wiejska;publiczna;standardowa;22;dziewczynka;nie kwalifikuje się;53;62
OJOBU;6U9;MBLOL;wiejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;47;55
OJOBU;6U9;MESP7;wiejska;publiczna;standardowa;22;dziewczynka;nie kwalifikuje się;46;50
OJOBU;6U9;N6JN2;wiejska;publiczna;standardowa;22;dziewczynka;kwalifikuje się;50;53
OJOBU;6U9;O9YAY;wiejska;publiczna;standardowa;22;dziewczynka;nie kwalifikuje się;53;59
OJOBU;6U9;OQBYX;wiejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;47;58
OJOBU;6U9;QPY1S;wiejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;45;57
OJOBU;6U9;RDYAU;wiejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;49;60
OJOBU;6U9;RQT3M;wiejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;45;56
OJOBU;6U9;TSOM0;wiejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;47;58
OJOBU;6U9;V2JU6;wiejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;49;68
OJOBU;6U9;WR4NN;wiejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;44;54
OJOBU;FS3;3ZUP5;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;60;70
OJOBU;FS3;4AV4I;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;55;68
OJOBU;FS3;4SQKQ;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;59;68
OJOBU;FS3;50MY6;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;60;71
OJOBU;FS3;6I95C;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;64;76
OJOBU;FS3;7IRLR;wiejska;publiczna;standardowa;19;dziewczynka;nie kwalifikuje się;62;74
OJOBU;FS3;A0IVI;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;63;71
OJOBU;FS3;AJN0V;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;60;66
OJOBU;FS3;GVD77;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;58;68
OJOBU;FS3;I618Z;wiejska;publiczna;standardowa;19;dziewczynka;nie kwalifikuje się;61;72
OJOBU;FS3;J2AQX;wiejska;publiczna;standardowa;19;dziewczynka;nie kwalifikuje się;62;73
OJOBU;FS3;KC6W4;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;59;72
OJOBU;FS3;LASVX;wiejska;publiczna;standardowa;19;chłopiec;kwalifikuje się;57;73
OJOBU;FS3;QUDKL;wiejska;publiczna;standardowa;19;dziewczynka;kwalifikuje się;66;72
OJOBU;FS3;RD5O5;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;61;75
OJOBU;FS3;RFA8S;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;61;71
OJOBU;FS3;V81SU;wiejska;publiczna;standardowa;19;dziewczynka;kwalifikuje się;55;68
OJOBU;FS3;VXJGW;wiejska;publiczna;standardowa;19;chłopiec;nie kwalifikuje się;57;68
OJOBU;FS3;WMMW4;wiejska;publiczna;standardowa;19;dziewczynka;nie kwalifikuje się;58;68
OJOBU;XJ8;1VMNH;wiejska;publiczna;standardowa;23;chłopiec;nie kwalifikuje się;59;66
OJOBU;XJ8;49F3U;wiejska;publiczna;standardowa;23;chłopiec;nie kwalifikuje się;62;69
OJOBU;XJ8;6QWJK;wiejska;publiczna;standardowa;23;chłopiec;kwalifikuje się;53;62
OJOBU;XJ8;8TE8Y;wiejska;publiczna;standardowa;23;dziewczynka;nie kwalifikuje się;52;70
OJOBU;XJ8;AC5BK;wiejska;publiczna;standardowa;23;dziewczynka;nie kwalifikuje się;63;73
OJOBU;XJ8;AD5OK;wiejska;publiczna;standardowa;23;chłopiec;kwalifikuje się;55;62
OJOBU;XJ8;AFWCA;wiejska;publiczna;standardowa;23;chłopiec;nie kwalifikuje się;56;67
OJOBU;XJ8;CXMKS;wiejska;publiczna;standardowa;23;chłopiec;nie kwalifikuje się;57;67
OJOBU;XJ8;DKUQ5;wiejska;publiczna;standardowa;23;chłopiec;kwalifikuje się;54;63
OJOBU;XJ8;E9UFB;wiejska;publiczna;standardowa;23;chłopiec;nie kwalifikuje się;59;62
OJOBU;XJ8;GK7UQ;wiejska;publiczna;standardowa;23;chłopiec;nie kwalifikuje się;59;71
OJOBU;XJ8;I93O1;wiejska;publiczna;standardowa;23;dziewczynka;kwalifikuje się;55;66
OJOBU;XJ8;ILXQY;wiejska;publiczna;standardowa;23;dziewczynka;nie kwalifikuje się;53;68
OJOBU;XJ8;KZPFA;wiejska;publiczna;standardowa;23;dziewczynka;nie kwalifikuje się;57;67
OJOBU;XJ8;LJSMA;wiejska;publiczna;standardowa;23;chłopiec;nie kwalifikuje się;61;67
OJOBU;XJ8;MASAB;wiejska;publiczna;standardowa;23;dziewczynka;nie kwalifikuje się;57;69
OJOBU;XJ8;MF1NR;wiejska;publiczna;standardowa;23;chłopiec;nie kwalifikuje się;60;65
OJOBU;XJ8;PYKYM;wiejska;publiczna;standardowa;23;dziewczynka;nie kwalifikuje się;58;74
OJOBU;XJ8;UCM5B;wiejska;publiczna;standardowa;23;dziewczynka;nie kwalifikuje się;59;68
OJOBU;XJ8;W1EY9;wiejska;publiczna;standardowa;23;chłopiec;nie kwalifikuje się;58;66
OJOBU;XJ8;YGARH;wiejska;publiczna;standardowa;23;chłopiec;nie kwalifikuje się;59;68
OJOBU;XJ8;YPXKI;wiejska;publiczna;standardowa;23;chłopiec;nie kwalifikuje się;58;74
OJOBU;XJ8;ZGDQE;wiejska;publiczna;standardowa;23;chłopiec;nie kwalifikuje się;56;62
QOQTS;0N7;1X4LE;miejska;publiczna;eksperymentalna;28;dziewczynka;nie kwalifikuje się;44;57
QOQTS;0N7;3K8VB;miejska;publiczna;eksperymentalna;28;dziewczynka;nie kwalifikuje się;43;61
QOQTS;0N7;4FOOR;miejska;publiczna;eksperymentalna;28;chłopiec;nie kwalifikuje się;45;57
QOQTS;0N7;6F38N;miejska;publiczna;eksperymentalna;28;chłopiec;nie kwalifikuje się;44;58
QOQTS;0N7;6V19X;miejska;publiczna;eksperymentalna;28;chłopiec;nie kwalifikuje się;47;64
QOQTS;0N7;7LULA;miejska;publiczna;eksperymentalna;28;chłopiec;kwalifikuje się;42;66
QOQTS;0N7;9E26H;miejska;publiczna;eksperymentalna;28;dziewczynka;nie kwalifikuje się;46;68
QOQTS;0N7;A4B5Z;miejska;publiczna;eksperymentalna;28;dziewczynka;nie kwalifikuje się;39;60
QOQTS;0N7;BWHHF;miejska;publiczna;eksperymentalna;28;chłopiec;nie kwalifikuje się;39;61
QOQTS;0N7;CPQZ5;miejska;publiczna;eksperymentalna;28;dziewczynka;kwalifikuje się;42;56
QOQTS;0N7;CWNPG;miejska;publiczna;eksperymentalna;28;chłopiec;nie kwalifikuje się;40;60
QOQTS;0N7;EZVOU;miejska;publiczna;eksperymentalna;28;dziewczynka;nie kwalifikuje się;43;59
QOQTS;0N7;FTOMN;miejska;publiczna;eksperymentalna;28;dziewczynka;nie kwalifikuje się;44;60
QOQTS;0N7;G0DSR;miejska;publiczna;eksperymentalna;28;dziewczynka;nie kwalifikuje się;45;60
QOQTS;0N7;GPNQZ;miejska;publiczna;eksperymentalna;28;dziewczynka;nie kwalifikuje się;48;60
QOQTS;0N7;GRB8C;miejska;publiczna;eksperymentalna;28;chłopiec;nie kwalifikuje się;43;59
QOQTS;0N7;JVF58;miejska;publiczna;eksperymentalna;28;dziewczynka;nie kwalifikuje się;43;59
QOQTS;0N7;L9CIM;miejska;publiczna;eksperymentalna;28;dziewczynka;nie kwalifikuje się;43;63
QOQTS;0N7;LZDOV;miejska;publiczna;eksperymentalna;28;chłopiec;nie kwalifikuje się;50;63
QOQTS;0N7;OSXFO;miejska;publiczna;eksperymentalna;28;dziewczynka;nie kwalifikuje się;39;61
QOQTS;0N7;OV3PC;miejska;publiczna;eksperymentalna;28;chłopiec;nie kwalifikuje się;47;63
QOQTS;0N7;PUJFV;miejska;publiczna;eksperymentalna;28;dziewczynka;nie kwalifikuje się;49;68
QOQTS;0N7;SGVTD;miejska;publiczna;eksperymentalna;28;dziewczynka;nie kwalifikuje się;41;59
QOQTS;0N7;VVHRQ;miejska;publiczna;eksperymentalna;28;dziewczynka;kwalifikuje się;47;57
QOQTS;0N7;W217G;miejska;publiczna;eksperymentalna;28;chłopiec;nie kwalifikuje się;47;61
QOQTS;0N7;WHJQO;miejska;publiczna;eksperymentalna;28;chłopiec;nie kwalifikuje się;44;59
QOQTS;0N7;XIV97;miejska;publiczna;eksperymentalna;28;chłopiec;nie kwalifikuje się;46;59
QOQTS;0N7;YGGJT;miejska;publiczna;eksperymentalna;28;chłopiec;nie kwalifikuje się;45;64
QOQTS;3XJ;1VF7G;miejska;publiczna;standardowa;24;dziewczynka;nie kwalifikuje się;52;59
QOQTS;3XJ;5884X;miejska;publiczna;standardowa;24;dziewczynka;nie kwalifikuje się;50;61
QOQTS;3XJ;9TCBM;miejska;publiczna;standardowa;24;dziewczynka;nie kwalifikuje się;54;60
QOQTS;3XJ;A8L7P;miejska;publiczna;standardowa;24;dziewczynka;nie kwalifikuje się;50;61
QOQTS;3XJ;BOMPO;miejska;publiczna;standardowa;24;dziewczynka;nie kwalifikuje się;46;60
QOQTS;3XJ;BZG06;miejska;publiczna;standardowa;24;chłopiec;nie kwalifikuje się;51;63
QOQTS;3XJ;CE7P3;miejska;publiczna;standardowa;24;chłopiec;nie kwalifikuje się;49;59
QOQTS;3XJ;FIGCP;miejska;publiczna;standardowa;24;dziewczynka;nie kwalifikuje się;51;54
QOQTS;3XJ;G8C0U;miejska;publiczna;standardowa;24;dziewczynka;nie kwalifikuje się;46;54
QOQTS;3XJ;J39HG;miejska;publiczna;standardowa;24;dziewczynka;nie kwalifikuje się;48;61
QOQTS;3XJ;J46NP;miejska;publiczna;standardowa;24;dziewczynka;nie kwalifikuje się;54;64
QOQTS;3XJ;K58CZ;miejska;publiczna;standardowa;24;chłopiec;nie kwalifikuje się;51;59
QOQTS;3XJ;LJWJ5;miejska;publiczna;standardowa;24;dziewczynka;nie kwalifikuje się;53;57
QOQTS;3XJ;M4BRQ;miejska;publiczna;standardowa;24;chłopiec;nie kwalifikuje się;51;64
QOQTS;3XJ;N8UTT;miejska;publiczna;standardowa;24;chłopiec;nie kwalifikuje się;51;58
QOQTS;3XJ;OXLY0;miejska;publiczna;standardowa;24;chłopiec;nie kwalifikuje się;50;61
QOQTS;3XJ;PY1GY;miejska;publiczna;standardowa;24;chłopiec;nie kwalifikuje się;49;56
QOQTS;3XJ;RP33I;miejska;publiczna;standardowa;24;dziewczynka;nie kwalifikuje się;50;58
QOQTS;3XJ;T61LX;miejska;publiczna;standardowa;24;chłopiec;nie kwalifikuje się;53;61
QOQTS;3XJ;T94QN;miejska;publiczna;standardowa;24;chłopiec;nie kwalifikuje się;49;55
QOQTS;3XJ;W95QH;miejska;publiczna;standardowa;24;dziewczynka;nie kwalifikuje się;49;59
QOQTS;3XJ;WUC3P;miejska;publiczna;standardowa;24;dziewczynka;nie kwalifikuje się;49;56
QOQTS;3XJ;XILO8;miejska;publiczna;standardowa;24;dziewczynka;nie kwalifikuje się;45;58
QOQTS;3XJ;ZUFG3;miejska;publiczna;standardowa;24;dziewczynka;nie kwalifikuje się;46;58
QOQTS;RK7;0MXW8;miejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;53;58
QOQTS;RK7;0VLI0;miejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;49;58
QOQTS;RK7;1MUNN;miejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;55;61
QOQTS;RK7;64P1X;miejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;53;63
QOQTS;RK7;6S1RB;miejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;47;55
QOQTS;RK7;8KXVK;miejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;50;61
QOQTS;RK7;9PPQ2;miejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;50;61
QOQTS;RK7;9TOAI;miejska;publiczna;standardowa;22;dziewczynka;nie kwalifikuje się;50;61
QOQTS;RK7;A8OCT;miejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;49;56
QOQTS;RK7;F41NC;miejska;publiczna;standardowa;22;dziewczynka;nie kwalifikuje się;52;60
QOQTS;RK7;GC32I;miejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;49;60
QOQTS;RK7;JVQOT;miejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;46;57
QOQTS;RK7;L5MKI;miejska;publiczna;standardowa;22;dziewczynka;nie kwalifikuje się;50;62
QOQTS;RK7;M401J;miejska;publiczna;standardowa;22;dziewczynka;nie kwalifikuje się;50;59
QOQTS;RK7;M4RHA;miejska;publiczna;standardowa;22;dziewczynka;nie kwalifikuje się;50;63
QOQTS;RK7;N1ZJX;miejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;52;61
QOQTS;RK7;NNP1T;miejska;publiczna;standardowa;22;dziewczynka;nie kwalifikuje się;49;63
QOQTS;RK7;O3INT;miejska;publiczna;standardowa;22;dziewczynka;nie kwalifikuje się;48;66
QOQTS;RK7;P7B9V;miejska;publiczna;standardowa;22;dziewczynka;nie kwalifikuje się;47;51
QOQTS;RK7;RAAGQ;miejska;publiczna;standardowa;22;dziewczynka;nie kwalifikuje się;54;64
QOQTS;RK7;RDSJZ;miejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;52;60
QOQTS;RK7;Y0SC0;miejska;publiczna;standardowa;22;chłopiec;nie kwalifikuje się;49;60
QOQTS;SUR;0ATHH;miejska;publiczna;standardowa;28;chłopiec;nie kwalifikuje się;59;66
QOQTS;SUR;36XVY;miejska;publiczna;standardowa;28;chłopiec;nie kwalifikuje się;49;66
QOQTS;SUR;5F3AB;miejska;publiczna;standardowa;28;dziewczynka;nie kwalifikuje się;51;58
QOQTS;SUR;6B3YQ;miejska;publiczna;standardowa;28;dziewczynka;nie kwalifikuje się;55;64
QOQTS;SUR;7SAPU;miejska;publiczna;standardowa;28;dziewczynka;kwalifikuje się;48;62
QOQTS;SUR;7UYMS;miejska;publiczna;standardowa;28;dziewczynka;nie kwalifikuje się;51;64
QOQTS;SUR;7VV8V;miejska;publiczna;standardowa;28;chłopiec;nie kwalifikuje się;56;69
QOQTS;SUR;A2OLH;miejska;publiczna;standardowa;28;chłopiec;nie kwalifikuje się;54;65
QOQTS;SUR;D42XF;miejska;publiczna;standardowa;28;chłopiec;nie kwalifikuje się;53;63
QOQTS;SUR;DSS9N;miejska;publiczna;standardowa;28;dziewczynka;nie kwalifikuje się;51;62
QOQTS;SUR;EP1OW;miejska;publiczna;standardowa;28;chłopiec;nie kwalifikuje się;55;64
QOQTS;SUR;FCNU9;miejska;publiczna;standardowa;28;dziewczynka;nie kwalifikuje się;55;69
QOQTS;SUR;G3900;miejska;publiczna;standardowa;28;chłopiec;nie kwalifikuje się;60;65
QOQTS;SUR;H2O56;miejska;publiczna;standardowa;28;chłopiec;nie kwalifikuje się;51;62
QOQTS;SUR;IEA4E;miejska;publiczna;standardowa;28;dziewczynka;nie kwalifikuje się;53;62
QOQTS;SUR;IXNI7;miejska;publiczna;standardowa;28;dziewczynka;nie kwalifikuje się;51;62
QOQTS;SUR;KV76E;miejska;publiczna;standardowa;28;chłopiec;nie kwalifikuje się;56;60
QOQTS;SUR;M3C4F;miejska;publiczna;standardowa;28;dziewczynka;nie kwalifikuje się;54;62
QOQTS;SUR;MINBK;miejska;publiczna;standardowa;28;chłopiec;kwalifikuje się;52;57
QOQTS;SUR;NH2XP;miejska;publiczna;standardowa;28;chłopiec;nie kwalifikuje się;54;64
QOQTS;SUR;NK0RT;miejska;publiczna;standardowa;28;chłopiec;nie kwalifikuje się;54;62
QOQTS;SUR;OFPX7;miejska;publiczna;standardowa;28;dziewczynka;nie kwalifikuje się;50;56
QOQTS;SUR;SDWCT;miejska;publiczna;standardowa;28;dziewczynka;nie kwalifikuje się;52;59
QOQTS;SUR;U355K;miejska;publiczna;standardowa;28;dziewczynka;nie kwalifikuje się;51;61
QOQTS;SUR;WKFXN;miejska;publiczna;standardowa;28;chłopiec;nie kwalifikuje się;54;62
QOQTS;SUR;WPUEY;miejska;publiczna;standardowa;28;dziewczynka;nie kwalifikuje się;47;58
QOQTS;SUR;XSWF9;miejska;publiczna;standardowa;28;dziewczynka;nie kwalifikuje się;53;61
QOQTS;SUR;YZBI1;miejska;publiczna;standardowa;28;dziewczynka;nie kwalifikuje się;52;65
QOQTS;X2O;2Y5KB;miejska;publiczna;eksperymentalna;25;chłopiec;nie kwalifikuje się;63;71
QOQTS;X2O;3G0AI;miejska;publiczna;eksperymentalna;25;chłopiec;kwalifikuje się;62;78
QOQTS;X2O;3TPE1;miejska;publiczna;eksperymentalna;25;chłopiec;nie kwalifikuje się;63;76
QOQTS;X2O;59VYG;miejska;publiczna;eksperymentalna;25;chłopiec;nie kwalifikuje się;62;80
QOQTS;X2O;AKDEM;miejska;publiczna;eksperymentalna;25;dziewczynka;nie kwalifikuje się;63;76
QOQTS;X2O;AO6BG;miejska;publiczna;eksperymentalna;25;chłopiec;nie kwalifikuje się;60;75
